,gene_x,subject,PID_x,gene_y,PID_y
4603,BSU_38200,NODE_30_length_37530_cov_136.704616_30,60.207,BMD_RS03395,73.537
4608,BSU_38300,NODE_10_length_64414_cov_278.936102_11,60.769,BMD_RS10260,66.917
4611,BSU_38350,NODE_70_length_19252_cov_126.168136_24,69.697,BMD_RS03920,77.778
4614,BSU_38490,NODE_100_length_13446_cov_108.778592_4,72.258,BMD_RS10755,71.287
4617,BSU_38620,NODE_10_length_64414_cov_278.936102_8,65.816,BMD_RS10230,71.282
4628,BSU_38970,NODE_10_length_64414_cov_278.936102_51,64.729,BMD_RS11155,73.359
4634,BSU_39000,NODE_76_length_18936_cov_176.682645_3,75.745,BMD_RS08040,72.727
4636,BSU_39000,NODE_76_length_18936_cov_176.682645_3,75.745,BMD_RS12845,75.957
4643,BSU_39110,NODE_14_length_58649_cov_164.143806_1,62.839,BMD_RS03775,64.523
4645,BSU_39240,NODE_96_length_14312_cov_112.327924_3,63.907,BMD_RS19050,62.5
4654,BSU_40320,NODE_89_length_15598_cov_156.023645_1,71.237,BMD_RS18850,77.258
4668,BSU_39820,NODE_4_length_97076_cov_120.918257_19,77.99,BMD_RS11575,76.837
4673,BSU_40040,NODE_134_length_8294_cov_142.426676_1,68.17,BMD_RS13390,71.2
4679,BSU_40350,NODE_30_length_37530_cov_136.704616_4,63.474,BMD_RS03285,74.845
4699,BSU_40850,NODE_32_length_35583_cov_122.758576_39,65.761,BMD_RS11010,70.109
4707,BSU_40960,NODE_27_length_40189_cov_161.615925_23,62.857,BMD_RS25590,79.93
4715,BSU_41050,NODE_27_length_40189_cov_161.615925_31,63.393,BMD_RS25630,78.632
