,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
2313,BMD_RS02600,NODE_76_length_18936_cov_176.682645_15,66.518,672,220,2,1,672,1,667,0.0,860.0,673,0.9985141158989599,<=>
2326,BMD_RS02605,NODE_76_length_18936_cov_176.682645_17,58.804,301,124,0,1,301,1,301,4.7400000000000005e-132,374.0,304,0.9901315789473685,<=>
2330,BMD_RS02610,NODE_76_length_18936_cov_176.682645_18,59.124,137,47,2,1,131,1,134,7.79e-50,152.0,131,1.0458015267175573,<=>
2331,BMD_RS02615,NODE_6_length_84183_cov_123.491630_77,59.023,266,106,2,1,265,1,264,1.25e-88,261.0,265,1.0037735849056604,<=>
2332,BMD_RS02620,NODE_94_length_14807_cov_126.816633_5,63.905,169,58,2,7,173,31,198,4.08e-68,213.0,240,0.7041666666666667,->
2337,BMD_RS02625,NODE_2_length_103972_cov_145.337677_1,96.101,513,20,0,1,513,1,513,0.0,1034.0,513,1.0,<=>
2342,BMD_RS02630,NODE_2_length_103972_cov_145.337677_2,85.635,181,26,0,1,181,1,181,7.12e-114,318.0,185,0.9783783783783784,<=>
2344,BMD_RS02635,NODE_2_length_103972_cov_145.337677_3,79.623,265,54,0,1,265,1,265,1.53e-155,431.0,276,0.9601449275362319,<=>
2345,BMD_RS02640,NODE_2_length_103972_cov_145.337677_4,91.751,497,41,0,1,497,1,497,0.0,934.0,497,1.0,<=>
2350,BMD_RS02645,NODE_2_length_103972_cov_145.337677_5,83.214,560,94,0,1,560,1,560,0.0,951.0,560,1.0,<=>
2352,BMD_RS02650,NODE_2_length_103972_cov_145.337677_6,83.133,581,98,0,1,581,1,581,0.0,995.0,585,0.9931623931623932,<=>
2354,BMD_RS02655,NODE_2_length_103972_cov_145.337677_7,73.632,201,53,0,1,201,1,201,3.56e-101,288.0,204,0.9852941176470589,<=>
2355,BMD_RS02660,NODE_2_length_103972_cov_145.337677_8,91.892,74,6,0,1,74,1,74,8.940000000000001e-47,141.0,84,0.8809523809523809,<=>
2356,BMD_RS02665,NODE_2_length_103972_cov_145.337677_9,91.277,470,41,0,1,470,1,470,0.0,898.0,470,1.0,<=>
2357,BMD_RS02675,NODE_34_length_32970_cov_130.782781_23,56.391,133,57,1,2,134,3,134,1.1099999999999999e-48,150.0,144,0.9236111111111112,<=>
2358,BMD_RS02680,NODE_2_length_103972_cov_145.337677_10,71.212,330,94,1,3,332,2,330,3.5700000000000005e-167,465.0,332,0.9939759036144579,<=>
2361,BMD_RS02685,NODE_77_length_18166_cov_123.838797_11,76.129,310,74,0,1,310,1,310,1.12e-180,498.0,315,0.9841269841269841,<=>
2363,BMD_RS02690,NODE_2_length_103972_cov_145.337677_11,80.816,245,47,0,1,245,1,245,2.04e-148,410.0,245,1.0,<=>
2443,BMD_RS02695,NODE_2_length_103972_cov_145.337677_12,84.681,235,36,0,1,235,3,237,1.11e-145,403.0,235,1.0,<=>
2446,BMD_RS02700,NODE_2_length_103972_cov_145.337677_13,76.277,274,62,2,1,274,1,271,1.2300000000000001e-154,429.0,274,1.0,<=>
2450,BMD_RS02705,NODE_97_length_14286_cov_124.306777_13,40.517,116,57,4,15,124,6,115,2.15e-13,59.7,139,0.8345323741007195,<=>
2452,BMD_RS02710,NODE_97_length_14286_cov_124.306777_12,38.393,112,65,2,1,112,1,108,1.59e-15,65.1,130,0.8615384615384616,<=>
2453,BMD_RS02715,NODE_2_length_103972_cov_145.337677_14,62.121,66,24,1,3,68,2,66,7.39e-26,87.4,72,0.9166666666666666,<=>
2455,BMD_RS02720,NODE_2_length_103972_cov_145.337677_15,56.771,192,81,1,3,192,2,193,7.08e-74,219.0,208,0.9230769230769231,<=>
2457,BMD_RS02725,NODE_2_length_103972_cov_145.337677_16,64.894,376,132,0,1,376,1,376,0.0,522.0,376,1.0,<=>
2461,BMD_RS02730,NODE_2_length_103972_cov_145.337677_17,64.706,68,24,0,1,68,1,68,1.27e-26,89.0,68,1.0,<=>
2462,BMD_RS02735,NODE_2_length_103972_cov_145.337677_18,92.578,256,19,0,1,256,1,256,2.5199999999999998e-174,477.0,256,1.0,<=>
2464,BMD_RS02740,NODE_2_length_103972_cov_145.337677_19,73.669,338,88,1,4,340,4,341,0.0,532.0,340,0.9941176470588236,<=>
2466,BMD_RS02745,NODE_2_length_103972_cov_145.337677_20,73.485,264,69,1,1,263,1,264,3.03e-137,384.0,270,0.9777777777777777,<=>
2468,BMD_RS02750,NODE_45_length_25994_cov_128.337269_22,24.424,217,120,9,4,215,2,179,1.02e-06,44.7,242,0.8966942148760331,->
2469,BMD_RS02760,NODE_2_length_103972_cov_145.337677_21,57.561,205,87,0,1,205,1,205,5.98e-84,244.0,207,0.9903381642512077,<=>
2474,BMD_RS02765,NODE_2_length_103972_cov_145.337677_22,71.564,422,119,1,1,421,1,422,0.0,614.0,422,1.0,<=>
2480,BMD_RS02770,NODE_2_length_103972_cov_145.337677_23,93.243,74,4,1,1,73,1,74,4.26e-44,133.0,73,1.0136986301369864,<=>
2483,BMD_RS02775,NODE_2_length_103972_cov_145.337677_24,62.963,81,30,0,1,81,2,82,5.86e-33,105.0,81,1.0,<=>
2484,BMD_RS02780,NODE_2_length_103972_cov_145.337677_26,88.919,370,41,0,1,370,1,370,0.0,689.0,370,1.0,<=>
2560,BMD_RS02785,NODE_2_length_103972_cov_145.337677_27,55.973,293,128,1,1,292,1,293,6.07e-115,330.0,301,0.973421926910299,<=>
2566,BMD_RS02790,NODE_2_length_103972_cov_145.337677_28,55.072,69,31,0,1,69,1,69,1.69e-25,86.3,70,0.9857142857142858,<=>
2567,BMD_RS02795,NODE_2_length_103972_cov_145.337677_29,45.455,385,209,1,1,384,1,385,1.78e-125,364.0,387,0.9948320413436692,<=>
2571,BMD_RS02800,NODE_2_length_103972_cov_145.337677_30,54.649,441,195,3,1,437,1,440,1.2400000000000001e-169,481.0,450,0.98,<=>
2575,BMD_RS02805,NODE_2_length_103972_cov_145.337677_31,55.398,352,157,0,2,353,1,352,2.56e-149,422.0,361,0.9750692520775623,<=>
2579,BMD_RS02810,NODE_2_length_103972_cov_145.337677_32,50.901,444,215,3,1,441,1,444,1.0200000000000001e-161,461.0,448,0.9910714285714286,<=>
2583,BMD_RS02815,NODE_2_length_103972_cov_145.337677_34,88.496,113,13,0,1,113,1,113,3.04e-71,205.0,117,0.9658119658119658,<=>
2584,BMD_RS02820,NODE_2_length_103972_cov_145.337677_39,87.713,293,36,0,1,293,1,293,0.0,556.0,293,1.0,<=>
2593,BMD_RS02825,NODE_2_length_103972_cov_145.337677_40,82.294,497,88,0,2,498,1,497,0.0,869.0,501,0.9920159680638723,<=>
2596,BMD_RS02830,NODE_2_length_103972_cov_145.337677_41,73.694,536,140,1,1,535,1,536,0.0,853.0,538,0.9962825278810409,<=>
2604,BMD_RS02835,NODE_2_length_103972_cov_145.337677_42,72.761,268,73,0,1,268,1,268,1.88e-149,415.0,268,1.0,<=>
2609,BMD_RS02840,NODE_2_length_103972_cov_145.337677_43,95.604,91,4,0,1,91,1,91,7.08e-60,174.0,91,1.0,<=>
2611,BMD_RS02845,NODE_2_length_103972_cov_145.337677_44,70.968,62,18,0,1,62,1,62,1.07e-27,91.3,62,1.0,<=>
2612,BMD_RS02850,NODE_2_length_103972_cov_145.337677_45,77.667,300,67,0,1,300,1,300,1.75e-177,489.0,300,1.0,<=>
2687,BMD_RS02855,NODE_2_length_103972_cov_145.337677_46,70.504,417,118,2,1,417,1,412,0.0,601.0,418,0.9976076555023924,<=>
2688,BMD_RS02860,NODE_2_length_103972_cov_145.337677_47,89.49,314,33,0,1,314,1,314,0.0,594.0,314,1.0,<=>
2689,BMD_RS02865,NODE_2_length_103972_cov_145.337677_48,80.328,61,12,0,1,61,1,61,4.68e-33,104.0,61,1.0,<=>
2690,BMD_RS02870,NODE_2_length_103972_cov_145.337677_49,69.231,299,84,4,1,298,1,292,3.5899999999999997e-137,387.0,308,0.9707792207792207,<=>
2693,BMD_RS25750,NODE_22_length_47463_cov_128.144874_24,86.364,22,3,0,9,30,19,40,1.66e-06,35.8,30,0.7333333333333333,->
2696,BMD_RS25755,NODE_72_length_19087_cov_116.812678_2,76.667,30,6,1,1,30,1,29,5.81e-08,39.7,32,0.9375,->
2698,BMD_RS02875,NODE_2_length_103972_cov_145.337677_52,86.667,60,8,0,1,60,1,60,8.52e-25,84.0,60,1.0,<=>
2699,BMD_RS02880,NODE_2_length_103972_cov_145.337677_53,78.261,115,25,0,1,115,1,115,3.17e-63,185.0,115,1.0,<=>
2701,BMD_RS02885,NODE_2_length_103972_cov_145.337677_54,87.437,199,23,1,1,197,1,199,6.17e-127,353.0,199,1.0,<=>
2703,BMD_RS02890,NODE_2_length_103972_cov_145.337677_55,52.174,92,44,0,29,120,29,120,1.4399999999999998e-30,103.0,132,0.696969696969697,<=>
2705,BMD_RS02895,NODE_2_length_103972_cov_145.337677_56,76.836,177,39,1,1,177,1,175,8.99e-83,239.0,177,1.0,<=>
2706,BMD_RS02900,NODE_2_length_103972_cov_145.337677_57,81.967,366,65,1,1,366,1,365,0.0,635.0,366,1.0,<=>
2707,BMD_RS02905,NODE_23_length_46620_cov_141.339535_7,32.432,74,48,1,3,76,14,85,0.00033,35.8,185,0.4,->
2708,BMD_RS02910,NODE_2_length_103972_cov_145.337677_58,62.759,145,54,0,1,145,1,145,1.79e-70,206.0,148,0.9797297297297297,<=>
2711,BMD_RS02915,NODE_32_length_35583_cov_122.758576_37,54.327,624,253,5,1,621,1,595,0.0,663.0,632,0.9873417721518988,<=>
2712,BMD_RS02920,NODE_2_length_103972_cov_145.337677_60,89.51,143,15,0,1,143,1,143,1.03e-94,266.0,145,0.9862068965517241,<=>
2713,BMD_RS02925,NODE_2_length_103972_cov_145.337677_61,89.431,246,26,0,3,248,2,247,4e-167,458.0,248,0.9919354838709677,<=>
2787,BMD_RS02930,NODE_2_length_103972_cov_145.337677_62,62.406,399,150,0,1,399,1,399,0.0,526.0,402,0.9925373134328358,<=>
2788,BMD_RS02935,NODE_2_length_103972_cov_145.337677_63,64.854,239,82,1,1,239,1,237,1.0900000000000001e-97,282.0,240,0.9958333333333333,<=>
2791,BMD_RS02940,NODE_2_length_103972_cov_145.337677_64,81.984,383,69,0,1,383,16,398,0.0,681.0,388,0.9871134020618557,<=>
2797,BMD_RS02945,NODE_2_length_103972_cov_145.337677_65,40.933,193,113,1,23,214,21,213,2.41e-44,145.0,222,0.8693693693693694,<=>
2800,BMD_RS02950,NODE_2_length_103972_cov_145.337677_122,72.922,421,113,1,1,420,1,421,0.0,629.0,463,0.9092872570194385,<=>
2801,BMD_RS02955,NODE_2_length_103972_cov_145.337677_123,69.461,167,51,0,1,167,1,167,9.17e-90,256.0,169,0.9881656804733728,<=>
2802,BMD_RS02960,NODE_2_length_103972_cov_145.337677_124,73.625,709,186,1,1,708,1,709,0.0,1092.0,710,0.9985915492957746,<=>
2811,BMD_RS02965,NODE_2_length_103972_cov_145.337677_125,90.23,348,34,0,1,348,1,348,0.0,655.0,348,1.0,<=>
2812,BMD_RS02970,NODE_2_length_103972_cov_145.337677_126,84.74,308,47,0,1,308,1,308,0.0,554.0,311,0.9903536977491961,<=>
2813,BMD_RS02975,NODE_2_length_103972_cov_145.337677_127,66.879,471,156,0,1,471,1,471,0.0,649.0,474,0.9936708860759493,<=>
2814,BMD_RS02980,NODE_2_length_103972_cov_145.337677_128,79.144,187,39,0,1,187,1,187,3.11e-112,315.0,190,0.9842105263157894,<=>
2822,BMD_RS02985,NODE_141_length_7742_cov_134.005349_1,71.569,714,195,4,1,710,1,710,0.0,1047.0,724,0.9861878453038674,<=>
2829,BMD_RS02990,NODE_141_length_7742_cov_134.005349_2,86.744,430,57,0,1,430,1,430,0.0,780.0,430,1.0,<=>
2836,BMD_RS02995,NODE_141_length_7742_cov_134.005349_3,68.359,591,186,1,1,590,1,591,0.0,845.0,607,0.9736408566721582,<=>
2842,BMD_RS03000,NODE_141_length_7742_cov_134.005349_4,65.974,529,179,1,1,528,1,529,0.0,732.0,528,1.0018939393939394,<=>
2876,BMD_RS25760,NODE_117_length_10323_cov_133.197736_7,77.273,44,10,0,1,44,1,44,2.67e-22,76.3,44,1.0,<=>
2877,BMD_RS03005,NODE_117_length_10323_cov_133.197736_6,73.663,243,64,0,1,243,1,243,7.93e-139,386.0,244,0.9959016393442623,<=>
2879,BMD_RS03010,NODE_117_length_10323_cov_133.197736_5,83.939,330,53,0,1,330,1,330,0.0,581.0,330,1.0,<=>
2881,BMD_RS03015,NODE_117_length_10323_cov_133.197736_4,70.334,509,148,1,1,506,1,509,0.0,764.0,511,0.9960861056751468,<=>
2889,BMD_RS03020,NODE_117_length_10323_cov_133.197736_3,77.22,259,59,0,1,259,1,259,4.62e-147,408.0,259,1.0,<=>
2894,BMD_RS03135,NODE_117_length_10323_cov_133.197736_2,70.952,420,122,0,1,420,1,420,0.0,614.0,420,1.0,<=>
2895,BMD_RS03140,NODE_117_length_10323_cov_133.197736_1,92.254,426,33,0,1,426,1,426,0.0,834.0,428,0.9953271028037384,<=>
2897,BMD_RS03145,NODE_47_length_25520_cov_164.773651_1,67.089,79,26,0,1,79,1,79,1.33e-34,110.0,79,1.0,<=>
2899,BMD_RS03150,NODE_116_length_10391_cov_148.007078_2,28.23,209,121,7,453,652,70,258,1.59e-08,52.8,660,0.31666666666666665,->
2901,BMD_RS03155,NODE_47_length_25520_cov_164.773651_2,85.93,199,28,0,1,199,1,199,3.1600000000000004e-124,346.0,206,0.9660194174757282,<=>
2904,BMD_RS03160,NODE_47_length_25520_cov_164.773651_3,85.83,247,35,0,1,247,1,247,9.8e-161,442.0,247,1.0,<=>
2929,BMD_RS03165,NODE_47_length_25520_cov_164.773651_4,74.979,1163,290,1,3,1165,35,1196,0.0,1861.0,1167,0.9965724078834619,<=>
2930,BMD_RS03170,NODE_47_length_25520_cov_164.773651_5,69.422,1246,372,5,1,1245,1,1238,0.0,1765.0,1246,1.0,<=>
2935,BMD_RS03175,NODE_47_length_25520_cov_164.773651_6,80.563,391,76,0,1,391,1,391,0.0,652.0,395,0.9898734177215189,<=>
2936,BMD_RS03180,NODE_47_length_25520_cov_164.773651_7,51.09,1147,527,9,1,1131,1,1129,0.0,1036.0,1131,1.0141467727674625,<=>
2938,BMD_RS03185,NODE_47_length_25520_cov_164.773651_8,76.0,100,24,0,3,102,3,102,2.08e-55,164.0,102,0.9803921568627451,<=>
2940,BMD_RS03190,NODE_47_length_25520_cov_164.773651_9,83.562,73,12,0,1,73,1,73,8.33e-29,95.1,73,1.0,<=>
2943,BMD_RS03195,NODE_47_length_25520_cov_164.773651_10,55.0,140,54,2,1,132,1,139,3.28e-46,144.0,136,1.0294117647058822,<=>
2944,BMD_RS03200,NODE_47_length_25520_cov_164.773651_11,81.356,59,11,0,1,59,1,59,8.320000000000001e-31,99.0,59,1.0,<=>
2945,BMD_RS03205,NODE_47_length_25520_cov_164.773651_12,63.559,236,59,3,1,235,4,213,5.650000000000001e-103,294.0,239,0.9874476987447699,<=>
2946,BMD_RS03210,NODE_47_length_25520_cov_164.773651_13,81.522,92,16,1,1,92,1,91,1.1099999999999999e-48,146.0,92,1.0,<=>
2947,BMD_RS03215,NODE_47_length_25520_cov_164.773651_14,77.778,72,16,0,1,72,1,72,1.94e-28,94.0,74,0.972972972972973,<=>
2948,BMD_RS03220,NODE_5_length_93380_cov_122.726547_43,26.142,394,274,8,5,387,2,389,4.78e-27,108.0,391,1.0076726342710998,->
2950,BMD_RS03225,NODE_47_length_25520_cov_164.773651_15,69.912,113,34,0,4,116,2,114,2.33e-52,157.0,116,0.9741379310344828,<=>
2951,BMD_RS03230,NODE_47_length_25520_cov_164.773651_17,65.193,181,63,0,5,185,5,185,2.68e-91,261.0,187,0.9679144385026738,<=>
2952,BMD_RS03235,NODE_47_length_25520_cov_164.773651_18,85.227,616,91,0,1,616,1,616,0.0,1129.0,616,1.0,<=>
2959,BMD_RS03255,NODE_47_length_25520_cov_164.773651_22,40.491,489,273,4,4,492,4,474,4.6e-133,391.0,498,0.9819277108433735,<=>
2964,BMD_RS03260,NODE_47_length_25520_cov_164.773651_23,83.383,337,56,0,1,337,1,337,0.0,583.0,345,0.9768115942028985,<=>
2976,BMD_RS03265,NODE_30_length_37530_cov_136.704616_1,80.62,516,100,0,1,516,1,516,0.0,894.0,516,1.0,<=>
2983,BMD_RS03270,NODE_30_length_37530_cov_136.704616_2,87.406,397,50,0,3,399,2,398,0.0,729.0,402,0.9875621890547264,<=>
2993,BMD_RS03275,NODE_30_length_37530_cov_136.704616_3,58.333,552,230,0,1,552,1,552,0.0,709.0,560,0.9857142857142858,<=>
2994,BMD_RS03280,NODE_106_length_12173_cov_143.203704_5,37.111,450,273,4,6,453,2,443,1.1500000000000001e-88,275.0,473,0.9513742071881607,->
2999,BMD_RS03285,NODE_30_length_37530_cov_136.704616_4,74.845,322,81,0,8,329,11,332,9.140000000000001e-179,506.0,470,0.6851063829787234,<=>
3007,BMD_RS03290,NODE_30_length_37530_cov_136.704616_5,79.021,286,60,0,3,288,4,289,3.42e-177,487.0,288,0.9930555555555556,<=>
3032,BMD_RS03295,NODE_30_length_37530_cov_136.704616_6,82.927,164,28,0,1,164,1,164,2.31e-98,278.0,164,1.0,<=>
3033,BMD_RS03300,NODE_30_length_37530_cov_136.704616_7,83.451,284,47,0,3,286,4,287,1.4500000000000001e-179,493.0,288,0.9861111111111112,<=>
3034,BMD_RS25770,NODE_30_length_37530_cov_136.704616_8,75.0,44,11,0,1,44,1,44,2.99e-17,63.5,44,1.0,<=>
3035,BMD_RS03305,NODE_30_length_37530_cov_136.704616_9,74.306,288,73,1,1,287,1,288,3.7699999999999996e-165,456.0,287,1.0034843205574913,<=>
3038,BMD_RS03310,NODE_30_length_37530_cov_136.704616_10,86.691,278,37,0,2,279,4,281,1.6000000000000002e-173,477.0,280,0.9928571428571429,<=>
3047,BMD_RS03315,NODE_30_length_37530_cov_136.704616_11,45.082,122,54,3,1,111,1,120,2.03e-22,85.1,209,0.583732057416268,<=>
3049,BMD_RS26710,NODE_30_length_37530_cov_136.704616_12,88.235,51,6,0,1,51,1,51,1.3e-29,95.5,51,1.0,<=>
3057,BMD_RS03320,NODE_31_length_36922_cov_127.720505_15,32.877,73,49,0,188,260,195,267,2.07e-07,47.8,271,0.2693726937269373,<=>
3059,BMD_RS03325,NODE_30_length_37530_cov_136.704616_13,78.641,103,22,0,1,103,1,103,1.85e-55,164.0,103,1.0,<=>
3060,BMD_RS03335,NODE_30_length_37530_cov_136.704616_14,74.425,348,89,0,1,348,1,348,0.0,557.0,348,1.0,<=>
3061,BMD_RS03340,NODE_30_length_37530_cov_136.704616_15,74.757,412,104,0,1,412,10,421,0.0,639.0,412,1.0,<=>
3062,BMD_RS03345,NODE_30_length_37530_cov_136.704616_16,67.033,273,90,0,1,273,1,273,9.47e-133,374.0,275,0.9927272727272727,<=>
3064,BMD_RS03350,NODE_30_length_37530_cov_136.704616_17,78.851,383,81,0,1,383,1,383,0.0,638.0,385,0.9948051948051948,<=>
3074,BMD_RS03355,NODE_30_length_37530_cov_136.704616_18,84.358,358,55,1,1,358,1,357,0.0,627.0,358,1.0,<=>
3078,BMD_RS03360,NODE_30_length_37530_cov_136.704616_19,83.077,1040,172,2,1,1037,1,1039,0.0,1775.0,1037,1.0028929604628736,<=>
3086,BMD_RS03365,NODE_30_length_37530_cov_136.704616_20,85.174,317,47,0,1,317,1,317,0.0,573.0,317,1.0,<=>
3088,BMD_RS03370,NODE_30_length_37530_cov_136.704616_21,76.279,215,51,0,1,215,1,215,2.09e-121,340.0,215,1.0,<=>
3092,BMD_RS03375,NODE_30_length_37530_cov_136.704616_23,90.0,60,6,0,1,60,1,60,6.35e-38,117.0,60,1.0,<=>
3093,BMD_RS03380,NODE_30_length_37530_cov_136.704616_24,83.815,865,139,1,1,865,1,864,0.0,1462.0,868,0.9965437788018433,<=>
3099,BMD_RS03385,NODE_30_length_37530_cov_136.704616_27,68.293,82,24,1,1,82,1,80,5.87e-36,113.0,84,0.9761904761904762,<=>
3100,BMD_RS03390,NODE_30_length_37530_cov_136.704616_28,85.235,298,44,0,1,298,1,298,0.0,545.0,298,1.0,<=>
3106,BMD_RS03395,NODE_30_length_37530_cov_136.704616_30,73.537,393,104,0,1,393,1,393,0.0,615.0,393,1.0,<=>
3107,BMD_RS03400,NODE_30_length_37530_cov_136.704616_32,66.733,505,165,3,1,504,1,503,0.0,716.0,508,0.9940944881889764,<=>
3108,BMD_RS03405,NODE_1_length_132867_cov_126.236720_105,67.719,285,92,0,5,289,2,286,2.5900000000000003e-144,404.0,295,0.9661016949152542,<=>
3112,BMD_RS03410,NODE_162_length_5363_cov_128.972380_7,60.317,63,25,0,1,63,7,69,5.37e-20,72.0,63,1.0,<=>
3113,BMD_RS03415,NODE_162_length_5363_cov_128.972380_6,82.186,247,43,1,1,247,1,246,1.4e-152,421.0,247,1.0,<=>
3114,BMD_RS03420,NODE_162_length_5363_cov_128.972380_5,54.452,292,130,3,1,290,19,309,1.04e-114,330.0,295,0.9898305084745763,<=>
3115,BMD_RS03425,NODE_162_length_5363_cov_128.972380_4,90.0,50,5,0,11,60,11,60,2.35e-28,93.2,65,0.7692307692307693,<=>
3116,BMD_RS03430,NODE_162_length_5363_cov_128.972380_3,45.652,46,22,1,1,46,1,43,2.03e-08,42.7,67,0.6865671641791045,<=>
3117,BMD_RS03435,NODE_162_length_5363_cov_128.972380_2,90.096,313,31,0,1,313,1,313,0.0,597.0,313,1.0,<=>
3120,BMD_RS03440,NODE_162_length_5363_cov_128.972380_1,87.681,414,51,0,1,414,1,414,0.0,760.0,414,1.0,<=>
3121,BMD_RS03445,NODE_74_length_19027_cov_129.465119_2,56.641,256,110,1,1,255,1,256,4.25e-110,315.0,258,0.9922480620155039,<=>
3123,BMD_RS03450,NODE_39_length_29834_cov_124.570656_5,49.688,320,154,3,11,327,4,319,5.48e-110,321.0,341,0.9384164222873901,->
3198,BMD_RS03455,NODE_39_length_29834_cov_124.570656_9,57.751,329,128,4,1,326,1,321,1.61e-131,375.0,328,1.0030487804878048,->
3278,BMD_RS03460,NODE_74_length_19027_cov_129.465119_5,28.253,584,342,27,4,563,2,532,4e-28,115.0,580,1.006896551724138,->
3283,BMD_RS03465,NODE_74_length_19027_cov_129.465119_7,42.342,111,64,0,211,321,1,111,7.310000000000001e-27,99.4,322,0.3447204968944099,->
3286,BMD_RS03470,NODE_74_length_19027_cov_129.465119_8,38.436,307,178,3,1,301,1,302,9.22e-70,216.0,305,1.0065573770491802,->
3290,BMD_RS03475,NODE_74_length_19027_cov_129.465119_3,89.2,250,27,0,1,250,1,250,1.8199999999999998e-170,467.0,250,1.0,<=>
3291,BMD_RS03480,NODE_74_length_19027_cov_129.465119_4,91.489,329,28,0,2,330,1,329,0.0,630.0,330,0.996969696969697,<=>
3292,BMD_RS03490,NODE_74_length_19027_cov_129.465119_5,68.545,550,169,2,1,549,1,547,0.0,749.0,549,1.0018214936247722,<=>
3297,BMD_RS03495,NODE_74_length_19027_cov_129.465119_7,85.593,118,17,0,195,312,1,118,1.94e-67,203.0,312,0.3782051282051282,<=>
3301,BMD_RS03500,NODE_74_length_19027_cov_129.465119_8,86.731,309,38,1,1,309,1,306,0.0,530.0,309,1.0,<=>
3306,BMD_RS03505,NODE_74_length_19027_cov_129.465119_9,87.745,204,25,0,1,204,1,204,9.92e-131,375.0,356,0.5730337078651685,<=>
3375,BMD_RS03510,NODE_74_length_19027_cov_129.465119_10,89.869,306,31,0,1,306,1,306,0.0,578.0,306,1.0,<=>
3448,BMD_RS03515,NODE_74_length_19027_cov_129.465119_11,82.292,192,34,0,1,192,1,192,3.64e-120,335.0,192,1.0,<=>
3449,BMD_RS03520,NODE_106_length_12173_cov_143.203704_5,50.225,444,220,1,6,449,2,444,6.14e-156,447.0,455,0.9758241758241758,->
3453,BMD_RS03525,NODE_140_length_7827_cov_122.359484_10,24.79,476,305,20,2,461,4,442,9.51e-15,72.8,468,1.017094017094017,->
3455,BMD_RS03530,NODE_74_length_19027_cov_129.465119_14,96.992,133,4,0,1,133,1,133,4.64e-94,264.0,133,1.0,<=>
3459,BMD_RS03535,NODE_41_length_28144_cov_287.375387_14,37.374,297,177,4,4,292,1,296,2.14e-57,184.0,302,0.9834437086092715,->
3469,BMD_RS03550,NODE_74_length_19027_cov_129.465119_15,81.364,220,41,0,1,220,1,220,4.580000000000001e-124,347.0,223,0.9865470852017937,<=>
3474,BMD_RS03555,NODE_74_length_19027_cov_129.465119_16,88.158,228,26,1,1,227,1,228,1.02e-146,405.0,227,1.0044052863436124,<=>
3476,BMD_RS03560,NODE_74_length_19027_cov_129.465119_17,83.794,506,82,0,1,506,1,506,0.0,902.0,506,1.0,<=>
3481,BMD_RS03565,NODE_22_length_47463_cov_128.144874_2,52.284,394,187,1,1,393,1,394,3.55e-154,437.0,394,1.0,<=>
3482,BMD_RS03570,NODE_22_length_47463_cov_128.144874_3,87.438,605,76,0,1,605,1,605,0.0,1099.0,606,0.9983498349834984,<=>
3486,BMD_RS03580,NODE_22_length_47463_cov_128.144874_5,78.397,287,57,2,1,284,11,295,2.42e-170,470.0,284,1.0105633802816902,<=>
3487,BMD_RS03585,NODE_22_length_47463_cov_128.144874_6,87.591,137,17,0,1,137,1,137,7.44e-89,251.0,137,1.0,<=>
3488,BMD_RS03590,NODE_22_length_47463_cov_128.144874_7,50.0,228,95,6,3,227,1,212,1.6e-65,199.0,230,0.991304347826087,<=>
3489,BMD_RS03595,NODE_22_length_47463_cov_128.144874_8,56.853,197,85,0,1,197,1,197,1.3400000000000001e-73,218.0,197,1.0,<=>
3490,BMD_RS03600,NODE_22_length_47463_cov_128.144874_9,72.868,129,35,0,1,129,1,129,1.88e-68,199.0,129,1.0,<=>
3491,BMD_RS03605,NODE_22_length_47463_cov_128.144874_10,87.864,206,25,0,1,206,1,206,4.56e-140,387.0,212,0.9716981132075472,<=>
3493,BMD_RS03610,NODE_22_length_47463_cov_128.144874_11,89.773,264,27,0,1,264,4,267,0.0,504.0,266,0.9924812030075187,<=>
3495,BMD_RS03615,NODE_22_length_47463_cov_128.144874_12,65.116,301,102,2,1,300,1,299,2.2200000000000002e-144,405.0,303,0.9933993399339934,<=>
3498,BMD_RS03620,NODE_22_length_47463_cov_128.144874_13,72.727,242,66,0,1,242,1,242,7.7e-135,376.0,247,0.979757085020243,<=>
3501,BMD_RS03625,NODE_22_length_47463_cov_128.144874_14,84.749,459,70,0,1,459,1,459,0.0,799.0,459,1.0,<=>
3505,BMD_RS03630,NODE_22_length_47463_cov_128.144874_15,84.194,620,98,0,1,620,1,620,0.0,1033.0,620,1.0,<=>
3507,BMD_RS03635,NODE_22_length_47463_cov_128.144874_17,39.726,219,71,5,1,219,1,158,9.27e-43,139.0,219,1.0,<=>
3508,BMD_RS03640,NODE_22_length_47463_cov_128.144874_18,76.786,112,26,0,1,112,1,112,1.29e-62,183.0,112,1.0,<=>
3509,BMD_RS03645,NODE_22_length_47463_cov_128.144874_19,55.16,281,118,1,5,277,2,282,9.580000000000001e-110,316.0,278,1.0107913669064748,<=>
3510,BMD_RS03650,NODE_22_length_47463_cov_128.144874_20,47.561,246,119,6,1,239,1,243,1.42e-71,216.0,244,1.0081967213114753,<=>
3512,BMD_RS03655,NODE_22_length_47463_cov_128.144874_21,38.961,154,65,4,1,129,1,150,1.88e-22,83.6,129,1.193798449612403,<=>
3513,BMD_RS26715,NODE_22_length_47463_cov_128.144874_22,60.0,55,17,3,5,57,2,53,3.55e-11,49.3,57,0.9649122807017544,<=>
