,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
2465,BSU_05160,NODE_56_length_22706_cov_117.971497_13,64.309,311,108,1,4,311,3,313,4.0299999999999997e-140,395.0,320,0.971875,<=>
2467,BSU_05170,NODE_14_length_58649_cov_164.143806_5,26.923,104,76,0,1,104,273,376,2.62e-09,54.3,291,0.35738831615120276,->
2474,BSU_05180,NODE_16_length_54124_cov_156.061039_35,29.752,121,77,3,23,136,6,125,5.72e-09,52.8,463,0.2613390928725702,->
2484,BSU_05190,NODE_15_length_57890_cov_144.201287_5,75.862,203,48,1,12,213,3,205,1.52e-102,301.0,431,0.4709976798143852,<=>
2487,BSU_05230,NODE_45_length_25994_cov_128.337269_13,22.134,253,185,4,21,264,20,269,4.26e-07,47.0,288,0.8784722222222222,->
2489,BSU_05240,NODE_50_length_24977_cov_129.268353_25,27.273,187,118,8,150,328,68,244,4.98e-10,57.8,464,0.40301724137931033,->
2496,BSU_05270,NODE_169_length_4739_cov_129.598456_5,53.191,94,43,1,11,104,9,101,1.1800000000000001e-29,100.0,110,0.8545454545454545,->
2501,BSU_05280,NODE_23_length_46620_cov_141.339535_4,78.767,292,61,1,1,291,1,292,1.58e-152,425.0,291,1.0034364261168385,<=>
2509,BSU_05290,NODE_70_length_19252_cov_126.168136_23,59.375,96,39,0,19,114,7,102,7.929999999999999e-38,121.0,129,0.7441860465116279,->
2516,BSU_05310,NODE_50_length_24977_cov_129.268353_1,28.846,156,104,3,36,186,29,182,0.000739,38.1,396,0.3939393939393939,->
2519,BSU_05320,NODE_91_length_15369_cov_123.500850_10,35.294,51,33,0,17,67,8,58,6.53e-06,42.4,199,0.2562814070351759,->
2522,BSU_05330,NODE_103_length_12731_cov_120.959538_7,41.964,112,64,1,2,112,6,117,2.67e-28,96.7,112,1.0,<=>
2531,BSU_05340,NODE_103_length_12731_cov_120.959538_8,79.398,432,89,0,1,432,1,432,0.0,662.0,436,0.9908256880733946,<=>
2533,BSU_05360,NODE_86_length_16033_cov_198.151667_14,24.339,189,134,3,39,220,36,222,0.000639,37.0,307,0.6156351791530945,->
2534,BSU_05370,NODE_86_length_16033_cov_198.151667_2,44.805,462,251,3,8,469,7,464,1.0299999999999999e-147,427.0,483,0.9565217391304348,->
2552,BSU_05390,NODE_75_length_18964_cov_280.329645_2,34.177,79,52,0,12,90,19,97,2.91e-08,47.4,227,0.34801762114537443,->
2554,BSU_05410,NODE_111_length_11448_cov_161.161639_8,29.858,211,130,8,199,400,178,379,1.77e-16,77.0,408,0.5171568627450981,->
2565,BSU_05420,NODE_141_length_7742_cov_134.005349_4,39.496,119,68,3,3,118,2,119,5.43e-17,75.5,214,0.5560747663551402,->
2595,BSU_05430,NODE_58_length_22324_cov_106.349485_3,26.646,638,416,13,91,688,83,708,8.54e-69,236.0,725,0.88,->
2596,BSU_05440,NODE_131_length_8781_cov_148.559398_4,28.902,173,110,5,46,217,11,171,2.25e-12,62.8,301,0.574750830564784,->
2598,BSU_05450,NODE_96_length_14312_cov_112.327924_7,31.915,235,145,4,1,225,3,232,3.78e-33,116.0,230,1.0217391304347827,<=>
2600,BSU_05460,NODE_93_length_15227_cov_99.800726_17,29.333,75,51,2,4,77,1,74,4.62e-05,39.3,271,0.2767527675276753,->
2602,BSU_05470,NODE_24_length_44152_cov_141.061940_1,34.237,295,193,1,4,298,5,298,1.18e-63,199.0,298,0.9899328859060402,<=>
2606,BSU_05480,NODE_1_length_132867_cov_126.236720_106,34.314,204,130,2,4,207,5,204,1.84e-36,123.0,207,0.9855072463768116,->
2609,BSU_05490,NODE_146_length_7209_cov_122.862451_4,84.345,313,49,0,1,313,1,313,0.0,560.0,313,1.0,<=>
2612,BSU_05500,NODE_146_length_7209_cov_122.862451_5,55.469,128,57,0,1,128,1,128,4.28e-35,115.0,130,0.9846153846153847,<=>
2614,BSU_05510,NODE_105_length_12391_cov_163.916193_9,43.636,110,62,0,1,110,1,110,4.9399999999999994e-30,100.0,113,0.9734513274336283,<=>
2616,BSU_05530,NODE_26_length_40229_cov_115.819112_45,64.286,98,35,0,33,130,1,98,3.56e-34,115.0,226,0.4336283185840708,<=>
2628,BSU_05540,NODE_41_length_28144_cov_287.375387_3,34.513,226,140,3,4,225,5,226,1.34e-36,125.0,236,0.9576271186440678,<=>
2633,BSU_05550,NODE_186_length_3155_cov_159.962963_3,25.532,94,68,1,45,136,43,136,6e-05,37.7,144,0.6527777777777778,->
2635,BSU_05580,NODE_62_length_21089_cov_116.788121_9,45.283,53,29,0,3,55,2,54,1.07e-10,55.1,196,0.27040816326530615,->
2642,BSU_05600,NODE_32_length_35583_cov_122.758576_30,28.421,95,66,2,54,146,46,140,1.58e-07,45.4,158,0.6012658227848101,->
2644,BSU_05610,NODE_96_length_14312_cov_112.327924_2,68.242,529,162,3,18,540,18,546,0.0,692.0,548,0.9653284671532847,<=>
2776,BSU_05620,NODE_106_length_12173_cov_143.203704_5,78.174,449,98,0,10,458,1,449,0.0,716.0,459,0.9782135076252724,<=>
2781,BSU_05640,NODE_2_length_103972_cov_145.337677_54,31.169,77,44,2,53,122,62,136,0.000884,35.0,153,0.5032679738562091,->
2782,BSU_05650,NODE_58_length_22324_cov_106.349485_3,27.042,355,234,13,130,467,123,469,1.63e-25,109.0,886,0.4006772009029345,<=>
2786,BSU_05660,NODE_106_length_12173_cov_143.203704_14,66.19,210,71,0,1,210,1,210,3.5900000000000003e-103,293.0,210,1.0,<=>
2791,BSU_05670,NODE_11_length_62755_cov_125.058282_17,27.928,111,80,0,45,155,33,143,1.43e-11,56.2,165,0.6727272727272727,->
2797,BSU_05680,NODE_64_length_20277_cov_123.248119_10,45.067,375,203,2,24,397,30,402,2.64e-102,306.0,403,0.9305210918114144,<=>
2803,BSU_05690,NODE_109_length_11822_cov_126.438995_5,57.609,92,39,0,3,94,5,96,8.540000000000001e-32,109.0,246,0.37398373983739835,<=>
2812,BSU_05700,NODE_31_length_36922_cov_127.720505_22,33.333,66,43,1,7,71,5,70,9e-05,39.3,225,0.29333333333333333,->
2814,BSU_05710,NODE_151_length_6724_cov_157.095381_2,34.722,432,267,9,1,420,1,429,1.27e-80,252.0,421,1.0261282660332542,->
2822,BSU_05720,NODE_6_length_84183_cov_123.491630_79,59.033,393,156,1,1,393,1,388,2.0799999999999997e-176,494.0,396,0.9924242424242424,<=>
2823,BSU_05730,NODE_69_length_19291_cov_115.920839_17,28.743,167,104,4,1,159,5,164,1.48e-11,58.9,237,0.7046413502109705,<=>
2824,BSU_05740,NODE_11_length_62755_cov_125.058282_52,35.091,493,250,16,6,457,3,466,1.54e-75,243.0,463,1.0647948164146868,->
2825,BSU_05770,NODE_96_length_14312_cov_112.327924_17,53.846,143,66,0,15,157,14,156,1.9099999999999999e-53,164.0,161,0.8881987577639752,->
2830,BSU_05780,NODE_140_length_7827_cov_122.359484_1,46.154,130,70,0,197,326,43,172,5.4100000000000005e-37,127.0,326,0.3987730061349693,<=>
2833,BSU_05790,NODE_39_length_29834_cov_124.570656_24,60.0,190,71,3,22,206,2,191,8.26e-78,228.0,206,0.9223300970873787,<=>
2834,BSU_05800,NODE_93_length_15227_cov_99.800726_13,47.368,380,198,2,1,379,1,379,1.63e-108,321.0,389,0.9768637532133676,<=>
2845,BSU_05840,NODE_69_length_19291_cov_115.920839_9,32.857,490,285,12,8,464,7,485,1.12e-72,234.0,466,1.0515021459227467,->
2851,BSU_05850,NODE_86_length_16033_cov_198.151667_2,38.333,60,37,0,7,66,17,76,6.01e-07,46.2,238,0.25210084033613445,->
2854,BSU_05860,NODE_7_length_77487_cov_135.428446_2,29.664,327,161,15,2,279,10,316,1.13e-15,72.8,300,1.09,->
2857,BSU_05910,NODE_148_length_6948_cov_154.031000_8,61.438,153,59,0,7,159,10,162,2.1999999999999997e-61,184.0,159,0.9622641509433962,<=>
2858,BSU_05920,NODE_148_length_6948_cov_154.031000_7,58.696,230,94,1,1,229,1,230,3.64e-101,290.0,230,1.0,<=>
2860,BSU_05930,NODE_148_length_6948_cov_154.031000_6,54.362,149,68,0,1,149,1,149,1.3899999999999999e-61,183.0,152,0.9802631578947368,<=>
2869,BSU_05940,NODE_148_length_6948_cov_154.031000_5,70.414,338,99,1,1,338,1,337,9.239999999999999e-180,498.0,347,0.9740634005763689,<=>
2871,BSU_05950,NODE_148_length_6948_cov_154.031000_4,64.596,644,216,3,1,637,1,639,0.0,793.0,643,1.0015552099533438,<=>
3006,BSU_05970,NODE_148_length_6948_cov_154.031000_3,82.775,209,35,1,1,208,1,209,5.609999999999999e-126,352.0,216,0.9675925925925926,<=>
3007,BSU_05980,NODE_84_length_16267_cov_140.043113_13,66.038,53,18,0,1,53,1,53,2.34e-20,72.8,58,0.9137931034482759,<=>
3009,BSU_05990,NODE_148_length_6948_cov_154.031000_1,69.038,239,74,0,4,242,1,239,8.97e-119,337.0,255,0.9372549019607843,<=>
3010,BSU_06000,NODE_142_length_7509_cov_152.605355_9,36.066,61,38,1,4,63,5,65,1.61e-08,43.5,64,0.953125,<=>
3011,BSU_06010,NODE_142_length_7509_cov_152.605355_8,50.202,247,118,2,1,245,1,244,1.07e-71,216.0,245,1.0081632653061225,<=>
3012,BSU_06020,NODE_142_length_7509_cov_152.605355_7,92.632,95,7,0,1,95,1,95,1.25e-57,169.0,95,1.0,<=>
3013,BSU_06030,NODE_142_length_7509_cov_152.605355_6,89.493,533,55,1,1,533,1,532,0.0,946.0,545,0.9779816513761468,<=>
3014,BSU_06060,NODE_8_length_72864_cov_154.944867_69,31.492,362,200,14,86,422,5,343,1.7500000000000001e-31,120.0,428,0.8457943925233645,<=>
3017,BSU_06070,NODE_25_length_43450_cov_154.109492_31,32.308,195,103,5,1,166,4,198,1.66e-20,90.1,390,0.5,<=>
3021,BSU_06100,NODE_8_length_72864_cov_154.944867_10,43.038,237,112,7,112,325,342,578,2.64e-51,176.0,344,0.688953488372093,<=>
3025,BSU_06110,NODE_8_length_72864_cov_154.944867_11,25.98,408,265,11,45,422,76,476,3.74e-30,119.0,466,0.8755364806866953,<=>
3027,BSU_06120,NODE_20_length_50375_cov_304.031771_22,37.5,56,31,3,57,108,3,58,6.03e-05,37.4,112,0.5,->
3028,BSU_06130,NODE_20_length_50375_cov_304.031771_22,72.174,115,32,0,1,115,210,324,1.11e-63,193.0,117,0.9829059829059829,<=>
3030,BSU_06150,NODE_60_length_21181_cov_126.338277_19,32.722,327,208,6,27,348,24,343,8.18e-58,188.0,354,0.923728813559322,->
3033,BSU_06160,NODE_154_length_6180_cov_107.793216_1,34.459,444,280,8,23,462,3,439,1.11e-76,243.0,464,0.9568965517241379,->
3034,BSU_06170,NODE_65_length_20146_cov_124.136678_1,37.143,315,188,5,4,316,3,309,4.4199999999999996e-60,192.0,321,0.9813084112149533,<=>
3036,BSU_06180,NODE_178_length_3767_cov_120.926287_4,22.222,189,139,5,2,185,3,188,3.66e-05,40.0,228,0.8289473684210527,->
3042,BSU_06230,NODE_11_length_62755_cov_125.058282_57,30.435,138,85,4,55,192,50,176,0.000551,38.9,474,0.2911392405063291,->
3043,BSU_06240,NODE_60_length_21181_cov_126.338277_19,31.832,333,206,11,14,337,19,339,6.4599999999999995e-40,140.0,347,0.9596541786743515,->
3045,BSU_06270,NODE_58_length_22324_cov_106.349485_7,44.068,59,33,0,4,62,2,60,1.29e-15,61.2,70,0.8428571428571429,<=>
3047,BSU_06280,NODE_4_length_97076_cov_120.918257_89,29.52,271,172,8,1,260,1,263,2.87e-26,100.0,272,0.9963235294117647,->
3050,BSU_06310,NODE_106_length_12173_cov_143.203704_5,36.645,453,279,3,4,452,2,450,5.2499999999999996e-95,291.0,470,0.9638297872340426,->
3055,BSU_06320,NODE_76_length_18936_cov_176.682645_14,56.294,286,123,1,1,286,1,284,3.04e-111,320.0,291,0.9828178694158075,<=>
3059,BSU_06330,NODE_118_length_10201_cov_172.457922_4,60.129,311,124,0,5,315,5,315,1.03e-136,387.0,321,0.9688473520249221,<=>
3063,BSU_06340,NODE_118_length_10201_cov_172.457922_5,32.042,284,185,2,23,306,23,298,5.35e-48,164.0,399,0.7117794486215538,<=>
3064,BSU_06350,NODE_118_length_10201_cov_172.457922_6,40.599,734,409,11,14,738,9,724,1.35e-171,507.0,738,0.994579945799458,<=>
3065,BSU_06360,NODE_118_length_10201_cov_172.457922_7,85.799,507,72,0,8,514,4,510,0.0,904.0,514,0.9863813229571985,<=>
3069,BSU_06370,NODE_118_length_10201_cov_172.457922_8,75.399,439,108,0,1,439,1,439,0.0,639.0,441,0.9954648526077098,<=>
3073,BSU_06400,NODE_29_length_39116_cov_140.738851_18,43.038,158,86,2,22,177,13,168,3.96e-35,119.0,185,0.8540540540540541,<=>
3074,BSU_06410,NODE_51_length_24165_cov_154.967245_21,50.0,68,32,1,1,66,1,68,3.41e-16,62.8,66,1.0303030303030303,<=>
3075,BSU_06420,NODE_51_length_24165_cov_154.967245_20,76.074,163,39,0,1,163,1,163,6.37e-92,261.0,163,1.0,<=>
3076,BSU_06430,NODE_51_length_24165_cov_154.967245_19,51.163,344,168,0,23,366,1,344,4.05e-131,377.0,381,0.9028871391076115,<=>
3077,BSU_06440,NODE_51_length_24165_cov_154.967245_18,83.488,430,71,0,1,430,1,430,0.0,775.0,432,0.9953703703703703,<=>
3080,BSU_06450,NODE_51_length_24165_cov_154.967245_17,60.086,233,93,0,5,237,3,235,1.7399999999999999e-106,304.0,242,0.9628099173553719,<=>
3081,BSU_06460,NODE_51_length_24165_cov_154.967245_16,72.368,76,20,1,1,76,1,75,7.77e-36,113.0,85,0.8941176470588236,<=>
3082,BSU_06470,NODE_51_length_24165_cov_154.967245_15,73.246,228,61,0,1,228,1,228,1.27e-127,357.0,228,1.0,<=>
3085,BSU_06480,NODE_51_length_24165_cov_154.967245_14,76.653,741,170,3,1,739,1,740,0.0,1199.0,743,0.9973082099596231,<=>
3086,BSU_06490,NODE_51_length_24165_cov_154.967245_13,78.298,470,99,2,1,470,1,467,0.0,768.0,477,0.9853249475890985,<=>
3089,BSU_06500,NODE_51_length_24165_cov_154.967245_12,69.452,347,105,1,1,347,1,346,0.0,503.0,347,1.0,<=>
3090,BSU_06510,NODE_51_length_24165_cov_154.967245_11,58.602,186,77,0,1,186,1,186,8.07e-83,241.0,196,0.9489795918367347,<=>
3093,BSU_06520,NODE_51_length_24165_cov_154.967245_10,74.854,513,129,0,1,513,1,513,0.0,806.0,513,1.0,<=>
3094,BSU_06530,NODE_51_length_24165_cov_154.967245_9,65.721,423,144,1,1,422,1,423,0.0,565.0,423,1.0,<=>
3099,BSU_06540,NODE_59_length_21307_cov_152.707772_2,37.681,69,41,1,1,67,3,71,8.59e-09,48.5,140,0.4928571428571429,->
3102,BSU_06550,NODE_26_length_40229_cov_115.819112_29,28.349,321,195,12,41,345,43,344,3.11e-12,64.7,425,0.7552941176470588,<=>
3104,BSU_06559,NODE_51_length_24165_cov_154.967245_8,34.722,72,47,0,1,72,1,72,3.59e-18,68.6,76,0.9473684210526315,<=>
3105,BSU_06560,NODE_51_length_24165_cov_154.967245_7,51.63,583,280,2,1,581,1,583,0.0,635.0,581,1.0034423407917383,<=>
3107,BSU_06580,NODE_51_length_24165_cov_154.967245_6,84.375,96,15,0,1,96,1,96,3.69e-60,176.0,105,0.9142857142857143,<=>
3108,BSU_06590,NODE_41_length_28144_cov_287.375387_15,32.013,303,178,10,183,477,867,1149,9.59e-29,118.0,526,0.5760456273764258,->
3109,BSU_06600,NODE_51_length_24165_cov_154.967245_4,59.031,227,92,1,1,226,1,227,2.69e-101,290.0,229,0.9912663755458515,<=>
3110,BSU_06610,NODE_51_length_24165_cov_154.967245_3,72.948,743,191,4,1,738,1,738,0.0,1101.0,740,1.0040540540540541,<=>
3114,BSU_06620,NODE_51_length_24165_cov_154.967245_2,73.991,669,174,0,1,669,1,669,0.0,1027.0,669,1.0,<=>
3116,BSU_06630,NODE_51_length_24165_cov_154.967245_1,48.25,400,195,7,3,396,2,395,2.15e-136,392.0,397,1.0075566750629723,<=>
3117,BSU_06650,NODE_161_length_5447_cov_150.314339_4,51.542,227,109,1,7,233,1,226,4.8799999999999994e-82,241.0,233,0.9742489270386266,<=>
3118,BSU_06660,NODE_66_length_19950_cov_117.172848_3,69.328,476,142,3,1,474,1,474,0.0,680.0,493,0.9655172413793104,<=>
3124,BSU_06670,NODE_8_length_72864_cov_154.944867_2,74.227,97,25,0,1,97,1,97,1.14e-53,159.0,97,1.0,<=>
3125,BSU_06680,NODE_8_length_72864_cov_154.944867_3,86.831,486,64,0,1,486,1,486,0.0,853.0,486,1.0,<=>
3127,BSU_06690,NODE_8_length_72864_cov_154.944867_4,86.792,477,63,0,1,477,1,477,0.0,869.0,477,1.0,<=>
3128,BSU_06700,NODE_52_length_24062_cov_132.995497_13,36.9,271,153,5,1,261,1,263,4.81e-58,184.0,290,0.9344827586206896,<=>
3138,BSU_06710,NODE_52_length_24062_cov_132.995497_12,50.566,1060,483,7,1,1052,1,1027,0.0,1014.0,1053,1.00664767331434,<=>
3142,BSU_06720,NODE_8_length_72864_cov_154.944867_5,76.471,306,67,2,1,302,1,305,2.6499999999999997e-176,486.0,304,1.006578947368421,<=>
3145,BSU_06730,NODE_8_length_72864_cov_154.944867_6,71.991,457,126,1,2,458,3,457,0.0,698.0,460,0.9934782608695653,<=>
3147,BSU_06740,NODE_2_length_103972_cov_145.337677_66,29.534,193,98,8,22,190,209,387,5.08e-12,62.8,301,0.6411960132890365,<=>
3153,BSU_06750,NODE_61_length_21172_cov_118.276890_11,42.105,76,41,3,25,99,104,177,6.49e-11,53.5,112,0.6785714285714286,<=>
3159,BSU_06812,NODE_152_length_6677_cov_121.152879_2,38.095,252,149,4,2,247,3,253,3.84e-41,156.0,670,0.3761194029850746,->
3165,BSU_06840,NODE_17_length_52560_cov_173.736505_3,86.667,240,32,0,1,240,1,240,7.08e-157,432.0,240,1.0,<=>
3166,BSU_06860,NODE_91_length_15369_cov_123.500850_10,31.373,51,35,0,11,61,7,57,0.000164,38.1,195,0.26153846153846155,->
3168,BSU_06910,NODE_100_length_13446_cov_108.778592_6,31.313,198,122,4,1,184,1,198,1.38e-21,86.3,190,1.0421052631578946,->
3171,BSU_06950,NODE_14_length_58649_cov_164.143806_6,25.714,455,313,8,130,572,135,576,1.15e-41,155.0,578,0.78719723183391,->
3177,BSU_06960,NODE_1_length_132867_cov_126.236720_79,32.759,116,77,1,1,116,1,115,3.64e-17,76.3,369,0.3143631436314363,->
3210,BSU_06970,NODE_99_length_13785_cov_121.700102_6,26.744,172,109,5,1,163,3,166,0.000282,39.7,428,0.40186915887850466,->
3215,BSU_06980,NODE_114_length_10672_cov_134.512317_2,40.541,111,64,2,187,296,1,110,4.22e-19,78.6,310,0.3580645161290323,->
3217,BSU_06990,NODE_76_length_18936_cov_176.682645_11,33.205,259,167,3,39,297,19,271,7.34e-39,134.0,297,0.8720538720538721,<=>
3229,BSU_07080,NODE_30_length_37530_cov_136.704616_33,28.642,611,407,13,4,594,1,602,4.68e-69,234.0,664,0.9201807228915663,->
3230,BSU_07110,NODE_36_length_30262_cov_128.448070_16,30.323,155,107,1,137,291,109,262,1.25e-18,81.3,319,0.48589341692789967,->
3236,BSU_07120,NODE_99_length_13785_cov_121.700102_5,30.717,293,180,8,7,294,1,275,1.62e-31,115.0,296,0.9898648648648649,->
3240,BSU_07140,NODE_22_length_47463_cov_128.144874_28,50.45,222,110,0,4,225,3,224,1.17e-78,233.0,232,0.9568965517241379,<=>
3247,BSU_07160,NODE_126_length_9080_cov_121.011552_5,25.833,120,77,5,3,113,4,120,0.00015,35.8,121,0.9917355371900827,->
3251,BSU_07210,NODE_86_length_16033_cov_198.151667_14,30.144,209,114,11,51,244,27,218,6.64e-07,46.2,331,0.6314199395770392,<=>
3253,BSU_07220,NODE_115_length_10460_cov_118.050756_2,26.549,113,76,3,21,130,35,143,6.64e-08,46.6,168,0.6726190476190477,->
3259,BSU_07240,NODE_41_length_28144_cov_287.375387_12,75.568,352,86,0,1,352,1,352,0.0,568.0,357,0.9859943977591037,<=>
3261,BSU_07250,NODE_64_length_20277_cov_123.248119_7,31.034,580,349,20,490,1058,65,604,2.56e-67,234.0,1062,0.5461393596986818,->
3266,BSU_07260,NODE_6_length_84183_cov_123.491630_16,54.717,636,284,3,2,635,9,642,0.0,727.0,640,0.99375,->
3268,BSU_07270,NODE_7_length_77487_cov_135.428446_10,26.971,241,143,8,1,231,1,218,2.07e-21,88.6,255,0.9450980392156862,->
3276,BSU_07280,NODE_102_length_12881_cov_104.716417_6,32.5,320,184,9,11,319,1,299,1.66e-39,138.0,323,0.9907120743034056,<=>
3286,BSU_07320,NODE_10_length_64414_cov_278.936102_52,55.774,407,176,2,3,409,1,403,7.11e-159,450.0,410,0.9926829268292683,<=>
3287,BSU_07330,NODE_4_length_97076_cov_120.918257_78,27.308,260,153,10,5,230,9,266,6.68e-18,77.4,236,1.1016949152542372,->
3290,BSU_07340,NODE_26_length_40229_cov_115.819112_29,26.648,364,235,11,76,430,56,396,1.16e-22,97.1,462,0.7878787878787878,->
3294,BSU_07350,NODE_6_length_84183_cov_123.491630_6,34.792,480,302,7,7,479,22,497,1.75e-81,258.0,486,0.9876543209876543,->
3302,BSU_07360,NODE_76_length_18936_cov_176.682645_15,45.455,99,39,2,121,219,448,531,1.95e-15,73.2,287,0.34494773519163763,->
3304,BSU_07370,NODE_6_length_84183_cov_123.491630_56,55.949,622,268,2,1,618,1,620,0.0,690.0,630,0.9873015873015873,<=>
3443,BSU_07380,NODE_106_length_12173_cov_143.203704_13,43.796,137,77,0,1,137,1,137,2.72e-38,124.0,149,0.9194630872483222,<=>
3444,BSU_07390,NODE_93_length_15227_cov_99.800726_17,47.656,128,61,1,5,132,3,124,6.2e-34,112.0,141,0.9078014184397163,<=>
3448,BSU_07400,NODE_93_length_15227_cov_99.800726_16,42.33,352,199,3,25,374,17,366,1.6e-77,241.0,397,0.8866498740554156,<=>
3453,BSU_07420,NODE_15_length_57890_cov_144.201287_50,84.971,519,78,0,1,519,1,519,0.0,905.0,519,1.0,<=>
3588,BSU_07430,NODE_127_length_9057_cov_141.782517_8,53.279,366,169,2,7,370,4,369,1.26e-136,392.0,377,0.9708222811671088,<=>
3596,BSU_07450,NODE_69_length_19291_cov_115.920839_24,32.778,180,108,5,126,302,123,292,1.28e-15,73.6,340,0.5294117647058824,->
3598,BSU_07460,NODE_147_length_7029_cov_126.364499_2,30.933,375,256,3,12,386,17,388,7.999999999999999e-54,181.0,407,0.9213759213759214,<=>
3601,BSU_07490,NODE_35_length_30699_cov_187.081706_30,54.264,258,118,0,1,258,1,258,2.36e-101,293.0,267,0.9662921348314607,->
3680,BSU_07500,NODE_35_length_30699_cov_187.081706_31,43.252,326,176,4,15,332,24,348,7.73e-81,246.0,334,0.9760479041916168,->
3687,BSU_07510,NODE_35_length_30699_cov_187.081706_32,44.118,306,167,3,28,329,25,330,1.4299999999999998e-91,273.0,334,0.9161676646706587,->
3694,BSU_07520,NODE_35_length_30699_cov_187.081706_33,32.812,320,188,6,8,310,9,318,2.2e-45,154.0,316,1.0126582278481013,->
3698,BSU_07550,NODE_100_length_13446_cov_108.778592_1,39.216,102,62,0,5,106,4,105,2.4799999999999997e-23,84.0,116,0.8793103448275862,<=>
3699,BSU_07580,NODE_150_length_6840_cov_128.374834_3,48.78,492,240,4,42,526,41,527,1.37e-154,449.0,543,0.9060773480662984,<=>
3719,BSU_07590,NODE_150_length_6840_cov_128.374834_2,50.893,224,110,0,1,224,1,224,1.35e-85,250.0,227,0.986784140969163,<=>
3745,BSU_07600,NODE_150_length_6840_cov_128.374834_1,40.867,323,182,5,1,320,1,317,6.22e-84,253.0,320,1.009375,<=>
3746,BSU_07610,NODE_150_length_6840_cov_128.374834_4,55.172,435,189,2,2,431,2,435,2.29e-169,479.0,434,1.0023041474654377,->
3748,BSU_07620,NODE_102_length_12881_cov_104.716417_3,55.556,99,40,2,46,142,1,97,4e-33,113.0,265,0.37358490566037733,<=>
3752,BSU_07630,NODE_15_length_57890_cov_144.201287_48,62.674,359,133,1,4,362,3,360,1.79e-174,486.0,364,0.9862637362637363,<=>
3753,BSU_07660,NODE_5_length_93380_cov_122.726547_51,55.556,36,16,0,2,37,3,38,5.38e-10,45.8,46,0.782608695652174,<=>
3755,BSU_07680,NODE_34_length_32970_cov_130.782781_7,37.5,56,33,1,1,54,1,56,6.52e-07,40.4,105,0.5333333333333333,<=>
3756,BSU_07690,NODE_168_length_4844_cov_121.521712_3,50.638,235,115,1,14,248,2,235,1.67e-90,264.0,250,0.94,<=>
3761,BSU_07700,NODE_31_length_36922_cov_127.720505_25,60.175,457,175,2,1,452,1,455,0.0,535.0,453,1.0088300220750552,<=>
3768,BSU_07710,NODE_6_length_84183_cov_123.491630_16,59.969,637,246,6,4,636,12,643,0.0,796.0,650,0.98,<=>
3770,BSU_07735,NODE_36_length_30262_cov_128.448070_26,45.082,122,66,1,1,122,1,121,2.1300000000000003e-37,120.0,131,0.9312977099236641,<=>
3772,BSU_07750,NODE_15_length_57890_cov_144.201287_43,40.465,430,247,6,20,446,1,424,1.58e-100,305.0,472,0.9110169491525424,->
3776,BSU_07760,NODE_32_length_35583_cov_122.758576_40,27.005,374,226,13,3,349,6,359,2.06e-12,64.3,359,1.041782729805014,->
3779,BSU_07780,NODE_11_length_62755_cov_125.058282_7,24.181,397,267,11,7,378,3,390,5.87e-28,110.0,385,1.0311688311688312,->
3782,BSU_07790,NODE_11_length_62755_cov_125.058282_8,44.146,521,260,6,12,509,14,526,2.84e-149,434.0,514,1.0136186770428015,->
3791,BSU_07800,NODE_45_length_25994_cov_128.337269_12,69.892,465,138,2,7,470,7,470,0.0,657.0,471,0.9872611464968153,<=>
3796,BSU_07810,NODE_45_length_25994_cov_128.337269_11,72.163,564,151,3,1,559,3,565,0.0,862.0,562,1.00355871886121,<=>
3804,BSU_07820,NODE_45_length_25994_cov_128.337269_10,59.916,237,95,0,1,237,1,237,3.27e-106,303.0,239,0.9916317991631799,<=>
3814,BSU_07830,NODE_106_length_12173_cov_143.203704_11,66.514,218,70,2,5,221,7,222,6.78e-102,291.0,222,0.9819819819819819,<=>
3817,BSU_07840,NODE_98_length_14075_cov_119.331762_3,38.893,1211,599,32,43,1179,58,1201,0.0,761.0,1463,0.8277511961722488,->
3820,BSU_07850,NODE_15_length_57890_cov_144.201287_42,68.235,170,54,0,1,170,1,170,3.1899999999999997e-82,237.0,173,0.9826589595375722,<=>
3825,BSU_07860,NODE_50_length_24977_cov_129.268353_1,23.868,243,165,9,17,247,13,247,0.000259,39.7,397,0.6120906801007556,->
3827,BSU_07870,NODE_15_length_57890_cov_144.201287_37,61.111,72,28,0,1,72,3,74,3.86e-27,90.9,72,1.0,<=>
3828,BSU_07880,NODE_15_length_57890_cov_144.201287_36,60.256,156,62,0,1,156,1,156,2.7599999999999998e-67,198.0,157,0.9936305732484076,<=>
3830,BSU_07890,NODE_15_length_57890_cov_144.201287_35,35.294,85,55,0,22,106,23,107,4.02e-09,47.4,107,0.794392523364486,<=>
3831,BSU_07900,NODE_15_length_57890_cov_144.201287_34,56.18,267,117,0,1,267,8,274,1.44e-105,305.0,276,0.967391304347826,<=>
3834,BSU_07910,NODE_15_length_57890_cov_144.201287_28,53.944,393,174,3,3,390,6,396,5.069999999999999e-137,394.0,392,1.0025510204081634,<=>
3842,BSU_07920,NODE_15_length_57890_cov_144.201287_14,74.716,352,88,1,1,352,1,351,2.9300000000000004e-167,467.0,352,1.0,<=>
3843,BSU_07930,NODE_15_length_57890_cov_144.201287_13,56.777,273,108,2,1,265,1,271,2.28e-113,324.0,265,1.030188679245283,<=>
